,MAD_rt,SD_rt,mean_rt,median_rt,switchtrial_rt1,switchtrial_rt2,switchtrial_rt3
"('adrian_pilot', 3.0, 'TrialDigitSpan', 2.0)",0.2055523456790215,0.2648490011683541,1.7572858888889238,1.8031710000000205,2.0756670000000668,1.8031710000000205,1.4177340000001095
"('adrian_pilot', 3.0, 'TrialDigitSpan', 3.0)",0.21965934693878583,0.2836255971416675,1.2895455714286592,1.3209539999998017,1.7088040000003275,1.3638540000006287,1.5333779999996295
"('adrian_pilot', 3.0, 'TrialSpatialRotation', 1.0)",0.3648629999998876,0.5381389282747415,2.0020064999999554,1.9139435000001868,3.0,1.907717999999932,1.4914380000004712
"('adrian_pilot', 3.0, 'TrialSpatialRotation', 2.0)",0.47643900000002753,0.5827026523055902,2.41514633333342,2.6335185000000365,2.407895000000281,2.8651090000003023,2.9505050000002484
"('adrian_pilot', 3.0, 'TrialSpatialRotation', 3.0)",0.45573387499990753,0.598674024167868,2.069017625000072,2.042748999999958,2.1860799999999467,1.872758000000431,1.5696350000002894
"('adrian_pilot', 3.0, 'TrialSpatialRotation', 4.0)",0.23556022222227405,0.3360346437949928,2.111550333333374,2.1493599999998882,1.7582099999999627,2.4270810000002707,2.1493599999998882
"('adrian_pilot', 3.0, 'TrialSpatialSpan', 1.0)",0.3465604999999529,0.48325282829788563,2.1135899999998173,1.9733989999997448,2.045933999999761,2.8067109999997233,1.9008639999997283
"('adrian_pilot', 3.0, 'TrialSpatialSpan', 2.0)",0.3569541666666585,0.5333498693751245,2.0538451666667092,1.9961739999998827,2.160178999999971,2.072219000000132,1.4143110000004526
"('adrian_pilot', 3.0, 'TrialSpatialSpan', 3.0)",0.39027167901233806,0.580148596393013,2.271579888888886,2.3326880000004167,2.3326880000004167,2.6772980000000643,2.0891560000000027
"('adrian_pilot', 4.0, 'TrialDigitSpan', 1.0)",0.39670481250000483,0.47800000045516433,1.5126387499998941,1.6653334999996332,0.8776630000002115,1.7549379999995836,1.5757289999996829
"('adrian_pilot', 4.0, 'TrialDigitSpan', 2.0)",0.23459481481478614,0.3077604245059524,1.4290516666666615,1.4716169999992417,1.5279009999999291,0.9252240000000712,1.3982050000004165
"('adrian_pilot', 4.0, 'TrialDigitSpan', 3.0)",0.2929637777779135,0.36229168724492633,1.3854416666665657,1.507681500000217,0.9476659999995718,1.5684519999995246,1.545791000000463
"('adrian_pilot', 4.0, 'TrialDigitSpan', 4.0)",0.1532617777775159,0.1991413274641814,1.0280013333331226,0.9174469999998108,0.9174469999998108,0.9086630000001604,1.2578939999993963
"('adrian_pilot', 4.0, 'TrialSpatialRotation', 1.0)",0.6353982222222435,0.8330804999100441,2.3383403333335386,2.7020740000002657,1.3852430000001732,2.9277040000001766,2.7020740000002657
"('adrian_pilot', 4.0, 'TrialSpatialRotation', 2.0)",0.414600222222193,0.47922840422646185,2.314177000000149,2.0668500000001586,2.8082320000003165,2.0271520000005694,1.950662000000648
"('adrian_pilot', 4.0, 'TrialSpatialRotation', 3.0)",0.25585881632649016,0.3807795541257113,1.8210312857142006,1.8724159999997028,1.7933640000001103,1.5340320000000247,2.473672999999508
"('adrian_pilot', 4.0, 'TrialSpatialRotation', 4.0)",0.28328328395075,0.3700174574270337,2.365351444444261,2.478860999999597,2.5584660000004082,2.478860999999597,2.8329439999997703
"('adrian_pilot', 4.0, 'TrialSpatialSpan', 1.0)",0.31343779591817145,0.3784095043671161,1.876759428571339,1.9759710000003,1.998744999999872,2.4052239999991802,2.2241299999996045
"('adrian_pilot', 4.0, 'TrialSpatialSpan', 2.0)",0.4367657551022473,0.5009673868155714,1.9860492857142162,1.861764000000221,2.3681090000004588,2.5631499999999505,1.6569339999996373
"('boris_pilot2', 1.0, 'TrialDigitSpan', 1.0)",0.22727734999995164,0.27902525401671235,1.5542425166666856,1.571090750000053,1.8507663999999977,1.2377510999999686,1.8571588999999449
"('boris_pilot2', 1.0, 'TrialDigitSpan', 2.0)",0.18140815624998655,0.243270235834809,1.3524589124999409,1.392036449999921,1.3966140999998515,1.3571451000000252,1.591569899999854
"('boris_pilot2', 1.0, 'TrialDigitSpan', 3.0)",0.2146773333333334,0.2854090515161852,1.601478600000026,1.5011962000000951,1.5011962000000951,1.9234946000000264,1.3797449999999571
"('boris_pilot2', 1.0, 'TrialSpatialRotation', 1.0)",0.258170563209875,0.3230428148565186,1.848281991111112,1.9272756000000013,1.9382021400000011,2.3211064400000008,1.7491717300000005
"('boris_pilot2', 1.0, 'TrialSpatialRotation', 2.0)",0.1877384999999726,0.29773308243356245,1.6971882500000202,1.7290270999999962,1.659145100000046,1.7218798999999765,1.8071840000000063
"('boris_pilot2', 1.0, 'TrialSpatialRotation', 3.0)",0.317684183333275,0.3947926409979534,1.8179182833333318,1.7690567500000043,1.3288569000000052,1.8658763999999337,1.6722371000000749
"('boris_pilot2', 1.0, 'TrialSpatialSpan', 1.0)",0.36161198024692043,0.4566060764035041,2.180144422222216,2.136841600000025,1.8467139999999915,2.6625759000000078,2.136841600000025
"('boris_pilot2', 1.0, 'TrialSpatialSpan', 2.0)",0.33439355061729387,0.4634972338356197,1.996897655555554,1.8927529000000047,2.048839600000065,1.8927529000000047,1.1417246000000318
"('boris_pilot2', 1.0, 'TrialSpatialSpan', 3.0)",0.2815825333333351,0.34740220378735054,2.042047733333334,1.992645350000032,2.116238599999974,1.86905210000009,2.4968584000000646
"('boris_pilot2', 1.0, 'TrialSpatialSpan', 4.0)",0.27740331111120525,0.3547443633477072,1.9677312333333248,1.8482742999999573,1.585212399999932,1.756953999999837,2.2067984000001393
"('boris_pilot2', 2.0, 'TrialDigitSpan', 1.0)",0.07659125000003542,0.08916414057750119,1.5059687499999086,1.5052994999998646,1.438506999999845,1.593028000000004,1.4202479999999014
"('boris_pilot2', 2.0, 'TrialDigitSpan', 2.0)",0.2834731851851891,0.3770017348116933,1.2399215555555605,1.08763799999997,1.3991060000000743,0.9262810000000172,2.0862549999999374
"('boris_pilot2', 2.0, 'TrialDigitSpan', 3.0)",0.3598993333332517,0.4583611408258329,1.5893990000000082,1.5449620000001687,1.5850299999999606,1.2207570000000487,1.7958280000000286
"('boris_pilot2', 2.0, 'TrialDigitSpan', 4.0)",0.1833287812500188,0.23684341842837578,1.2690976250000574,1.204531999999972,1.2163299999999708,1.3053570000001855,1.168737000000192
"('boris_pilot2', 2.0, 'TrialSpatialRotation', 1.0)",0.3794247499999983,0.45607070721449877,1.9536150000000134,1.9573080000001253,1.7463040000000092,2.279920999999831,2.319936000000098
"('boris_pilot2', 2.0, 'TrialSpatialRotation', 2.0)",0.2624785000000807,0.3596859231456427,2.0417894999998603,1.9514584999998303,1.6964869999997063,2.176307000000179,1.7928539999998063
"('boris_pilot2', 2.0, 'TrialSpatialRotation', 3.0)",0.3313311358025585,0.4623547870306198,1.8189014444445144,1.6770839999999223,1.2773360000001048,1.7058999999999287,1.6094550000000254
"('boris_pilot2', 2.0, 'TrialSpatialSpan', 1.0)",0.39210306122447725,0.48580677755146356,1.8039815714285916,1.8764340000000173,1.8764340000000173,1.575399999999945,2.097391000000016
"('boris_pilot2', 2.0, 'TrialSpatialSpan', 2.0)",0.2844290000000708,0.36792643351252347,1.6686689999999846,1.5813084999998637,1.1859329999999773,2.204427000000124,1.4728390000000218
"('boris_pilot2', 2.0, 'TrialSpatialSpan', 3.0)",0.5013059999998103,0.7056531679519809,2.128354999999829,2.024155999999948,1.480594999999994,2.880313999999544,2.024155999999948
"('boris_pilot2', 3.0, 'TrialDigitSpan', 1.0)",0.20842148148144415,0.3064175371661818,1.4316226666666505,1.443014000000403,1.443014000000403,1.2388440000004266,1.2671119999999974
"('boris_pilot2', 3.0, 'TrialDigitSpan', 2.0)",0.2317795102042844,0.3207318182776765,1.3208735714286897,1.3153409999999894,1.3664690000005066,1.8507880000001933,1.3153409999999894
"('boris_pilot2', 3.0, 'TrialDigitSpan', 3.0)",0.2136493333333689,0.25667696511623184,1.3636209999999158,1.4726749999999809,1.4726749999999809,1.4174579999998969,1.0971460000005209
"('boris_pilot2', 3.0, 'TrialSpatialRotation', 1.0)",0.4282250000001113,0.5311215649069173,2.047212666666534,2.0376314999998613,1.2875989999997728,1.683314999999766,2.1892139999999927
"('boris_pilot2', 3.0, 'TrialSpatialRotation', 2.0)",0.4750640740741555,0.5731586016462609,1.9427413333332373,2.0195730000000367,1.6592940000000451,2.43181900000036,2.0594249999999192
"('boris_pilot2', 3.0, 'TrialSpatialRotation', 3.0)",0.31512088888899187,0.41219624918893966,2.184715666666913,1.99669700000004,1.9000530000002984,2.657397000000401,1.99669700000004
"('boris_pilot2', 3.0, 'TrialSpatialSpan', 1.0)",0.6090079999999539,0.903576527320195,2.086488000000069,2.0662780000002385,3.0,1.1931859999999688,2.0662780000002385
"('boris_pilot2', 3.0, 'TrialSpatialSpan', 2.0)",0.40696995918377227,0.4996699014542994,1.5848997142857766,1.556786000000102,1.833404999999857,1.1913729999996576,1.9701350000004825
"('boris_pilot2', 3.0, 'TrialSpatialSpan', 3.0)",0.33441220408161737,0.45283399083722314,1.930326428571399,1.81675099999984,2.113738000000012,2.2518699999995992,1.81675099999984
"('boris_pilot2', 3.0, 'TrialSpatialSpan', 4.0)",0.37521622222227974,0.493343620283873,1.8152950000000803,1.7346910000001117,1.4447660000000724,1.3897850000003018,2.7105030000002444
"('boris_pilot2', 4.0, 'TrialDigitSpan', 1.0)",0.2504104897957312,0.2821972954013888,1.188590571428514,1.3182559999995649,1.3182559999995649,1.3698340000000826,0.9294520000003104
"('boris_pilot2', 4.0, 'TrialDigitSpan', 2.0)",0.18020800000002168,0.2463280581303237,1.33548350000018,1.2709105000001273,1.299761999999646,1.5343300000004092,1.1540660000005118
"('boris_pilot2', 4.0, 'TrialDigitSpan', 3.0)",0.24299097959196,0.3059161677228523,1.4375228571427994,1.2847189999993134,1.2680600000003324,1.9585070000002816,1.7509860000000117
"('boris_pilot2', 4.0, 'TrialSpatialRotation', 1.0)",0.4880171250000559,0.6683055236404578,2.4814272500000243,2.710158000000092,2.792925000000196,1.5053929999999127,3.0
"('boris_pilot2', 4.0, 'TrialSpatialRotation', 2.0)",0.44412820408173764,0.5259157912329563,2.058498428571511,1.895263000000341,1.6034220000001371,1.4303329999997914,2.8625330000008944
"('boris_pilot2', 4.0, 'TrialSpatialRotation', 3.0)",0.4261552592593428,0.5693875892563459,1.7055093333332378,1.4842289999996865,1.7670210000001134,1.7352269999996683,2.8866350000002967
"('boris_pilot2', 4.0, 'TrialSpatialRotation', 4.0)",0.3102353125001258,0.40162377980044744,1.7915772500002163,1.6523270000002412,2.532354000000396,1.6301190000003771,1.6745350000001054
"('boris_pilot2', 4.0, 'TrialSpatialRotation', 5.0)",0.526208749999796,0.627250648277596,2.0859007500000644,2.0242544999996426,1.617989999999736,1.5013940000008006,2.4305189999995487
"('boris_pilot2', 4.0, 'TrialSpatialSpan', 1.0)",0.23692383333332145,0.35750412423538014,1.7866501666663528,1.8144524999993337,2.0987560000003214,1.7846519999993689,1.8442529999992985
"('boris_pilot2', 4.0, 'TrialSpatialSpan', 2.0)",0.5055571851850834,0.5976298413169276,2.034620888888892,1.7974160000003394,1.7974160000003394,1.7844809999996867,1.6057620000005954
"('marta_pilot', 1.0, 'TrialDigitSpan', 1.0)",0.237785818750023,0.3358224475222101,2.001262212500002,1.8869631499999573,2.7216048000000232,1.987844199999984,1.9920502000001081
"('marta_pilot', 1.0, 'TrialDigitSpan', 2.0)",0.40394656734695544,0.5334250727471871,2.133369671428568,2.0432577999998784,2.0432577999998784,2.1792381000000205,1.4223813999999493
"('marta_pilot', 1.0, 'TrialSpatialRotation', 1.0)",0.4589070237037036,0.597160042464442,2.018921126666669,2.1707160000000267,2.226854089999996,2.5884902499999995,3.0
"('marta_pilot', 1.0, 'TrialSpatialRotation', 2.0)",0.36923010612245627,0.5314823459473302,2.279652285714292,2.369988200000023,2.2977359999999862,2.5337390999999907,2.369988200000023
"('marta_pilot', 1.0, 'TrialSpatialRotation', 3.0)",0.5816459031249758,0.681810218112322,1.668889537499993,1.8833102000000395,2.4364962999999307,2.1588408999999733,1.8476321999999072
"('marta_pilot', 1.0, 'TrialSpatialRotation', 4.0)",0.3463382734693952,0.45479606358591196,2.094122814285811,2.028036600000064,1.6298485000000935,2.124005600000146,2.028036600000064
"('marta_pilot', 1.0, 'TrialSpatialSpan', 1.0)",0.46569568750000545,0.5939093709311902,2.2342479374999975,2.270522349999993,2.1224745000000103,2.4228868000000428,1.5755683999999803
"('marta_pilot', 1.0, 'TrialSpatialSpan', 2.0)",0.19803658333337157,0.26791137939840115,2.145383816666699,2.190756049999976,2.2528781000000317,2.032583700000032,2.381276600000092
"('marta_pilot', 1.0, 'TrialSpatialSpan', 3.0)",0.33257501224484637,0.48958868979157194,2.2601117857142787,2.242663900000025,2.2354317000000488,2.242663900000025,1.9907956000000693
"('marta_pilot', 1.0, 'TrialSpatialSpan', 4.0)",0.208843912500015,0.284352907553153,2.58231217499997,2.480312499999968,2.368623699999944,3.0,2.508912999999893
"('marta_pilot', 2.0, 'TrialDigitSpan', 1.0)",0.5685914814814595,0.615095113625711,2.3640056666665967,2.7193299999999,2.823600999999826,1.8426359999998567,1.6595820000000003
"('marta_pilot', 2.0, 'TrialDigitSpan', 2.0)",0.4445610000000216,0.5490481442375537,2.27677749999998,2.126992499999915,3.0,2.003517999999985,1.7870949999999084
"('marta_pilot', 2.0, 'TrialDigitSpan', 3.0)",0.46388387654324553,0.5779016678070005,2.192846111111117,2.2723479999999654,2.611323000000084,1.4413970000000518,1.3961870000000545
"('marta_pilot', 2.0, 'TrialSpatialRotation', 1.0)",0.4100870000000471,0.5350863341494384,2.526005500000025,2.712466500000005,2.6972290000001067,1.465253999999959,2.930429000000231
"('marta_pilot', 2.0, 'TrialSpatialRotation', 2.0)",0.44537649382717664,0.5947220224212539,2.250391444444429,2.220465000000104,1.7810749999998734,2.2045739999998655,3.0
"('marta_pilot', 2.0, 'TrialSpatialSpan', 1.0)",0.5098846399999457,0.6423069221058655,1.8170527999999648,1.8307270000000244,1.1895990000000438,1.169795000000022,1.8307270000000244
"('marta_pilot', 2.0, 'TrialSpatialSpan', 2.0)",0.4330546419753458,0.5456671183816928,2.1174302222221844,2.217499000000089,2.6144930000000386,3.0,1.5482500000000528
"('marta_pilot', 2.0, 'TrialSpatialSpan', 3.0)",0.1183945555554196,0.1604583104243922,2.104088666666636,2.0777585000001864,2.0969300000001567,2.0585870000002155,1.900290999999925
"('marta_pilot', 2.0, 'TrialSpatialSpan', 4.0)",0.5419897499999707,0.6203130192133584,2.0230867499999476,1.919050499999912,1.366507000000183,2.6195079999997692,2.3806909999998425
"('marta_pilot', 2.0, 'TrialSpatialSpan', 5.0)",0.4228227500001365,0.5401980005928708,1.7802407499999617,1.8487739999998212,1.1007769999996526,2.083488999999645,1.6140589999999977
"('marta_pilot', 3.0, 'TrialDigitSpan', 1.0)",0.2733029999999559,0.35989863328357985,1.9473670000000425,1.882314499999893,1.8809339999997972,1.8836949999999888,1.633064000000104
"('marta_pilot', 3.0, 'TrialDigitSpan', 2.0)",0.18915639506174572,0.2692522732016635,1.760243555555664,1.7556629999999132,1.738162000000102,2.1599390000001217,1.5177410000001146
"('marta_pilot', 3.0, 'TrialDigitSpan', 3.0)",0.36552955555559175,0.508562951009009,2.0308828333331803,2.141795499999944,1.2138359999999009,1.7513409999996838,2.133386999999857
"('marta_pilot', 3.0, 'TrialDigitSpan', 4.0)",0.532105374999972,0.6565516569083935,2.0277074999999627,1.8128165000000536,3.0,1.846929999999702,3.0
"('marta_pilot', 3.0, 'TrialSpatialRotation', 1.0)",0.4484382500000378,0.5542194679426312,2.1708829999999466,2.1587110000000393,1.8082919999997105,2.7087989999999986,2.0763440000000633
"('marta_pilot', 3.0, 'TrialSpatialRotation', 2.0)",0.4239642448978235,0.48201205122702284,2.0286717142857924,1.784189000000424,2.507897999999841,2.5484029999997797,1.7450410000001284
"('marta_pilot', 3.0, 'TrialSpatialRotation', 3.0)",0.17381899999994252,0.21370143195498525,2.1733379999999065,2.2045160000000124,2.287639999999556,2.121392000000469,2.396197000000029
"('marta_pilot', 3.0, 'TrialSpatialSpan', 1.0)",0.31074887999999184,0.36636085804682,1.6929486000000906,1.8523719999998318,1.9045060000003105,1.3144050000000789,1.294620000000123
"('marta_pilot', 3.0, 'TrialSpatialSpan', 2.0)",0.22256128124996616,0.27865794433877084,2.2398896249999325,2.1960939999999027,2.193361000000096,1.9281849999997576,2.424380999999812
"('marta_pilot', 3.0, 'TrialSpatialSpan', 3.0)",0.397513333333235,0.5823973704223995,1.8144930000000083,1.7856780000001888,1.2470379999999752,2.4107629999998608,1.7856780000001888
"('marta_pilot', 4.0, 'TrialDigitSpan', 1.0)",0.2928711358024457,0.36363996705234425,1.9406762222222622,1.8823139999999512,1.2381510000009257,2.321735999999873,1.7889629999995122
"('marta_pilot', 4.0, 'TrialDigitSpan', 2.0)",0.5237465000000441,0.6251991357861724,2.053485999999907,1.863742499999944,2.386100000000169,1.396155999999337,1.8606850000001032
"('marta_pilot', 4.0, 'TrialDigitSpan', 3.0)",0.4233707407409518,0.5392424902556212,1.6678902222221141,1.5861599999989269,1.3407569999999396,1.5906809999996767,1.5861599999989269
"('marta_pilot', 4.0, 'TrialSpatialRotation', 1.0)",0.38227174999994423,0.496698513030901,1.7908304999999132,1.6296659999998155,2.5359689999995685,1.5689200000006167,1.2259979999998905
"('marta_pilot', 4.0, 'TrialSpatialRotation', 2.0)",0.2898435102041157,0.35503086586190175,1.7347805714283433,1.6575490000000173,1.2857469999999012,2.011422999999468,1.4363129999992452
"('marta_pilot', 4.0, 'TrialSpatialRotation', 3.0)",0.39199130612252364,0.49757408422987465,1.8275221428573007,1.6720739999991563,1.3819940000003044,1.614334000000781,2.3963089999997464
"('marta_pilot', 4.0, 'TrialSpatialRotation', 4.0)",0.30339450000019497,0.43152839467841564,1.574834500000179,1.4546115000002828,1.2095620000000054,1.5759050000006027,1.333317999999963
"('marta_pilot', 4.0, 'TrialSpatialSpan', 1.0)",0.11807844444431088,0.1633954864623914,1.5239843333330707,1.4917289999998502,1.701101999999537,1.4917289999998502,1.3791219999998248
"('marta_pilot', 4.0, 'TrialSpatialSpan', 2.0)",0.4007461224488295,0.5337739659395696,2.034280857142611,1.9063810000002377,2.305965999999444,1.9063810000002377,1.3749229999993986
"('marta_pilot', 4.0, 'TrialSpatialSpan', 3.0)",0.4398178124999248,0.5736734385786517,2.224564250000128,2.142859000000044,1.7933390000002871,2.116971000000376,2.168746999999712
"('paul_pilot', 1.0, 'TrialDigitSpan', 1.0)",0.33745406913579773,0.4636643430699314,2.1480992222222173,2.0732208000000014,2.0558328999999844,3.0,1.5975416000000564
"('paul_pilot', 1.0, 'TrialDigitSpan', 2.0)",0.23190455308642333,0.3390112266619608,1.809917977777761,1.7730443000001517,1.4989618999998129,2.575421600000027,1.7730443000001517
"('paul_pilot', 1.0, 'TrialDigitSpan', 3.0)",0.5823055468750162,0.7281088166455638,1.9042609374999842,1.6284884499999066,1.1580524999998258,1.5437596000001577,3.0
"('paul_pilot', 1.0, 'TrialSpatialRotation', 1.0)",0.505997047777781,0.6411034298816969,1.8988079633333352,1.6313747149999998,1.736402990000002,3.0,1.5081234000000023
"('paul_pilot', 1.0, 'TrialSpatialRotation', 2.0)",0.5816439346938714,0.7026335765891571,2.2325671428571434,2.222526600000037,2.222526600000037,3.0,1.8464141000000043
"('paul_pilot', 1.0, 'TrialSpatialRotation', 3.0)",0.2747040499999613,0.3750878523511667,2.051164425000003,2.0758312000000103,1.943307700000048,2.1285764999999515,2.274637200000029
"('paul_pilot', 1.0, 'TrialSpatialRotation', 4.0)",0.27984725000004573,0.37793053562298184,2.5721282499999347,2.5925974999998966,2.1033179999999447,3.0,2.481243999999833
"('paul_pilot', 1.0, 'TrialSpatialSpan', 1.0)",0.22807018750000735,0.31235097115528876,2.6716839124999954,2.6872915000000006,3.0,2.498570299999997,2.8821732999999767
"('paul_pilot', 1.0, 'TrialSpatialSpan', 2.0)",0.3819262000000368,0.5188001135173047,2.120327799999965,2.1985981000000265,2.1985981000000265,1.8899578999998996,2.056335899999908
"('paul_pilot', 1.0, 'TrialSpatialSpan', 3.0)",0.47535888333336135,0.6117848412842057,2.3500583166666993,2.491592750000052,2.8353024000000464,1.3928224999999657,3.0
"('paul_pilot', 2.0, 'TrialDigitSpan', 1.0)",0.21373656249998882,0.35380795057841097,1.8195007499999178,1.7216914999999064,1.6096749999999247,1.8082699999999927,1.7166719999997897
"('paul_pilot', 2.0, 'TrialDigitSpan', 2.0)",0.4199212653060459,0.5763485005756834,1.897331285714277,1.7881300000001374,1.4193430000000262,1.367529000000104,1.7881300000001374
"('paul_pilot', 2.0, 'TrialDigitSpan', 3.0)",0.07187483333321627,0.08656121382549337,1.5897588333333108,1.5709074999999757,1.5286009999999806,1.5227950000003148,1.6132139999999708
"('paul_pilot', 2.0, 'TrialDigitSpan', 4.0)",0.24070248979575,0.29067866923265007,1.8561534285712955,1.7710879999999634,1.7710879999999634,2.0153609999997566,1.5597849999999198
"('paul_pilot', 2.0, 'TrialSpatialRotation', 1.0)",0.3879745600000389,0.5156869601461048,2.3704492000000754,2.4062750000000506,2.4062750000000506,2.810827000000245,2.8641820000000284
"('paul_pilot', 2.0, 'TrialSpatialRotation', 2.0)",0.4221821975308423,0.5513818622000232,2.2164767777777947,2.2067899999999554,2.2397350000001097,2.797647999999981,1.6878180000001066
"('paul_pilot', 2.0, 'TrialSpatialRotation', 3.0)",0.41511850000000555,0.552645464537637,1.9899049999999079,1.836072000000172,2.0194519999997738,1.6761469999999008,1.4843309999998835
"('paul_pilot', 2.0, 'TrialSpatialSpan', 1.0)",0.3880091111110896,0.451374174901478,2.3144000000000284,2.272637999999916,2.6196139999997285,2.7804110000001856,2.8006250000000823
"('paul_pilot', 2.0, 'TrialSpatialSpan', 2.0)",0.5235937959184541,0.6446627989864094,2.209850428571599,2.4243860000005952,2.5680050000000847,1.9450539999998,3.0
"('paul_pilot', 2.0, 'TrialSpatialSpan', 3.0)",0.5354457777778712,0.6970311527991453,1.9884336666668787,2.3448240000002443,1.1852650000000722,2.43521200000032,2.3448240000002443
"('paul_pilot', 3.0, 'TrialDigitSpan', 1.0)",0.321593722222259,0.48482534033053093,1.7771368333333915,1.619372500000054,1.5431279999997969,1.5730690000000322,1.7267320000000836
"('paul_pilot', 3.0, 'TrialDigitSpan', 2.0)",0.22417765624993524,0.2860797358147612,1.9765351249998275,1.8908304999999928,2.3666570000000315,1.8046509999999216,2.1020769999995537
"('paul_pilot', 3.0, 'TrialDigitSpan', 3.0)",0.3462013333332834,0.464884771661762,1.8133536666665957,1.7702194999999392,1.6352529999999206,1.9051859999999576,2.5566239999998293
"('paul_pilot', 3.0, 'TrialSpatialRotation', 1.0)",0.5628585925924199,0.6640592277625232,2.370502555555504,2.687424999999621,2.7592159999999235,3.0,2.4397589999998672
"('paul_pilot', 3.0, 'TrialSpatialRotation', 2.0)",0.6360445000000253,0.724616319883666,1.9961775000000443,1.8558064999999715,2.519200000000182,1.136228000000301,2.807286000000204
"('paul_pilot', 3.0, 'TrialSpatialRotation', 3.0)",0.6333982962962609,0.6954955438641669,2.2983613333333577,2.666095000000041,3.0,1.3523610000006556,3.0
"('paul_pilot', 3.0, 'TrialSpatialSpan', 1.0)",0.20466025000007454,0.2406621007047316,1.5103822500001343,1.4969535000002452,1.6645660000003772,1.3293410000001131,1.2821030000000064
"('paul_pilot', 3.0, 'TrialSpatialSpan', 2.0)",0.5095650000000914,0.660222033260339,2.0885675000000297,2.009457999999995,2.0256979999999203,1.49163899999985,1.315020000000004
